DCA License Number,License Type,License Expiration Date,License Status,License Creation Date,Industry,Business Name,Business Name 2,Address Building,Address Street Name,Secondary Address Street Name,Address City,Address State,Address ZIP,Contact Phone Number,Address Borough,Borough Code,Community Board,Council District,BIN,BBL,NTA,Census Tract,Detail,Longitude,Latitude,Location
0954857-DCA,Business,02/28/2019,Inactive,07/23/2007,Home Improvement Contractor,"TRIANGLE GENERAL CONTRACTORS, INC.",,39,COFFEY ST,,BROOKLYN,NY,11231,7184626262,Brooklyn,3,306,38,3336663,3005990017,BK33,53,,-74.0117273177029,40.674584679489016,"(40.674584679489016, -74.0117273177029)"
0992762-DCA,Business,03/15/2021,Active,08/14/1998,Dealer In Products,"PROTHOTIC LABORATORY, INC.",,71,CARROLL ST,,BROOKLYN,NY,11231,5167534444,Brooklyn,3,306,39,3391751,3003487501,BK33,51,,-74.00316204823415,40.68291836643369,"(40.68291836643369, -74.00316204823415)"
2087062-DCA,Business,02/28/2021,Active,06/11/2019,Home Improvement Contractor,CARY P O'BRIEN DESIGN LLC,,118,UNION ST,,BROOKLYN,NY,11231,6462658902,Brooklyn,3,306,39,3338861,3003427501,BK33,51,,-74.00261045528342,40.684268808090735,"(40.684268808090735, -74.00261045528342)"
2053689-DCA,Business,06/30/2020,Active,05/31/2017,Electronic & Appliance Service,UBREAKIFIX DOWNTOWN BROOKLYN INC,,392,COURT ST,,BROOKLYN,NY,11231,5612903281,Brooklyn,3,306,39,3004968,3003560029,BK33,65,,-73.99664696352237,40.680835078642225,"(40.680835078642225, -73.99664696352237)"
2050562-DCA,Business,07/31/2021,Active,04/03/2017,Secondhand Dealer - General,MADISON ROSE MATERNITY LLC,WOODS GROVE,302,COURT ST,,BROOKLYN,NY,11231,7188584851,Brooklyn,3,306,39,3004044,3003260063,BK33,67,,-73.99516852141464,40.683895447301275,"(40.683895447301275, -73.99516852141464)"
2025645-DCA,Business,07/31/2021,Active,07/14/2015,Secondhand Dealer - General,VIVA MEXICO TIRE SHOP CORP,,543,COURT ST,,BROOKLYN,NY,11231,718-246-7349,Brooklyn,3,306,39,3008176,3004790006,BK33,77,,-73.99973683016154,40.674373929190246,"(40.674373929190246, -73.99973683016154)"
0928890-DCA,Business,04/30/2012,Inactive,05/06/2008,Tow Truck Company,M & A AUTO REPAIRS INC.,,744,CLINTON ST,,BROOKLYN,NY,11231,7182372211,Brooklyn,3,306,38,3008886,3006230100,BK33,53,,-74.00415997101756,40.66995751000773,"(40.66995751000773, -74.00415997101756)"
2016429-1-DCA,Business,12/31/2015,Inactive,12/12/2014,Tobacco Retail Dealer,NEW WAY DELI INC,,721,HENRY ST,,BROOKLYN,NY,11231,347-735-2400,Brooklyn,3,306,38,3008453,3005360001,BK33,59,,-74.00313650124755,40.676363848432715,"(40.676363848432715, -74.00313650124755)"
1216900-DCA,Business,12/31/2014,Inactive,01/04/2006,Tobacco Retail Dealer,CARROLL GROCERY & DELI CORP.,,142,CARROLL ST,,BROOKLYN,NY,11231,7185223257,Brooklyn,3,306,39,3004910,3003550003,BK33,65,,-74.00009734799134,40.68204831699805,"(40.68204831699805, -74.00009734799134)"
2062347-DCA,Business,12/31/2019,Active,12/04/2017,Laundries,"SUDS & DUDS #2, INC",,162,UNION ST,,BROOKLYN,NY,11231,,Brooklyn,3,306,39,3004475,3003430010,BK33,63,Laundry Type: Retail Laundry,-74.00072832572076,40.683744583971894,"(40.683744583971894, -74.00072832572076)"
2004136-DCA,Business,02/28/2017,Inactive,02/28/2014,Home Improvement Contractor,PATRON CONSTRUCTION CORP,,31,COFFEY ST,,BROOKLYN,NY,11231,7182371836,Brooklyn,3,306,38,3008823,3005990018,BK33,53,,-74.01151819854998,40.674441972311485,"(40.674441972311485, -74.01151819854998)"
1180600-DCA,Business,07/31/2015,Inactive,09/21/2004,Secondhand Dealer - Auto,"HAMILTON CAR CARE CENTER, INC.",,519,SMITH ST,,BROOKLYN,NY,11231,7188020222,Brooklyn,3,306,39,3008189,3004800008,BK33,77,,-73.99802082358109,40.67420648118648,"(40.67420648118648, -73.99802082358109)"
1051530-DCA,Business,12/31/2012,Inactive,11/15/2000,Tobacco Retail Dealer,"124 UNION PARK GROCERY, INC.",,124,UNION ST,,BROOKLYN,NY,11231,7182540633,Brooklyn,3,306,39,3004446,3003420014,BK33,51,,-74.00245901851402,40.68422763984997,"(40.68422763984997, -74.00245901851402)"
1132944-DCA,Business,12/31/2015,Inactive,02/27/2003,Laundry,SKC LAUNDROMAT INC.,CORPORATE CLEARANCE CORP.,286,SMITH ST,,BROOKLYN,NY,11231,7185968594,Brooklyn,3,306,39,3007028,3004280034,BK33,75,,-73.99362190042459,40.68208382231325,"(40.68208382231325, -73.99362190042459)"
1388682-DCA,Business,02/28/2021,Active,04/20/2011,Home Improvement Contractor,"PETRILLO IRON WORKS, L.L.C.",PETRILLO IRONWORKS,15,W 9TH ST,,BROOKLYN,NY,11231,7182540333,Brooklyn,3,306,38,3008442,3005340043,BK33,59,,-74.00596662459347,40.67705541960065,"(40.67705541960065, -74.00596662459347)"
1061186-DCA,Business,04/30/2010,Inactive,05/14/2008,Tow Truck Company,"G.B. AUTO TOWING, INC.",,147,KING ST,,BROOKLYN,NY,11231,7187975000,Brooklyn,3,306,38,3330311,3005550005,BK33,53,,-74.01212462173515,40.678685331191204,"(40.678685331191204, -74.01212462173515)"
1420537-DCA,Business,07/31/2015,Inactive,02/27/2012,Secondhand Dealer - Auto,"USA AUTO SALES & LEASING, CORP",,149,W 9TH ST,,BROOKLYN,NY,11231,7184867727,Brooklyn,3,,,,,BK33,65,,-77.51958437167269,40.11238533659802,"(40.11238533659802, -77.51958437167269)"
1182194-DCA,Business,04/30/2012,Inactive,04/28/2010,Tow Truck Company,M & L AUTO REPAIR CTR-TOWING LTD.,,69,VAN DYKE ST,,BROOKLYN,NY,11231,7185963751,Brooklyn,3,306,38,3008862,3006050001,BK33,53,,-74.0126753936518,40.674271674585555,"(40.674271674585555, -74.0126753936518)"
1031394-DCA,Business,07/31/2017,Inactive,04/14/2000,Secondhand Dealer - General,"UNION MAX, LLC",,110,UNION ST,,BROOKLYN,NY,11231,7182221785,Brooklyn,3,306,39,3331596,3003427501,BK33,51,,-74.00280876566264,40.68432369885617,"(40.68432369885617, -74.00280876566264)"
1269827-DCA,Business,02/28/2021,Active,10/05/2007,Home Improvement Contractor,"PREMIUM MILLWORK, INC.",,43,COFFEY ST,,BROOKLYN,NY,11231,7184227774,Brooklyn,3,306,38,3008822,3005990014,BK33,53,,-74.01183548269645,40.67465603256353,"(40.67465603256353, -74.01183548269645)"
1245453-DCA,Business,02/28/2019,Inactive,12/21/2006,Home Improvement Contractor,APEX BK ENTERPRISE INC.,,161,VAN DYKE ST,,BROOKLYN,NY,11231,718-237-6000,Brooklyn,3,306,38,3008842,3006030008,BK33,53,,-74.01558153427867,40.67624755558779,"(40.67624755558779, -74.01558153427867)"
0918669-DCA,Business,06/30/2012,Inactive,02/27/1995,Electronic & Appliance Service,EXPERT VAC. SERV. CENTER INC,,293,COURT ST,,BROOKLYN,NY,11231,7188585444,Brooklyn,3,306,33,3006639,3004140006,BK33,75,,-73.9950459157544,40.68410953429305,"(40.68410953429305, -73.9950459157544)"
1340879-DCA,Business,12/31/2011,Inactive,12/14/2009,Tobacco Retail Dealer,AM & PM CANDY STORE INC.,,54,LORRAINE ST,,BROOKLYN,NY,11231,3475995998,Brooklyn,3,306,38,3008668,3005800005,BK33,53,,-74.00750216359734,40.674557584825905,"(40.674557584825905, -74.00750216359734)"
1396123-DCA,Business,02/28/2017,Inactive,09/20/2013,Home Improvement Contractor,RE FORM LLC,,98,4TH ST,,BROOKLYN,NY,11231,2122036227,Brooklyn,3,306,39,3008082,3004710125,BK33,77,,-73.99296627833439,40.67662442975467,"(40.67662442975467, -73.99296627833439)"
1047303-DCA,Business,12/31/2013,Inactive,11/28/2000,Tobacco Retail Dealer,"VERNA, GIOVANNI & ROTONDI, FRANCISCO",JOHN AND FRANK GROCERY,367,COLUMBIA ST,,BROOKLYN,NY,11231,7187974467,Brooklyn,3,306,38,3008270,3005130006,BK33,59,,-74.00535753705304,40.67945987141669,"(40.67945987141669, -74.00535753705304)"
0809282-DCA,Business,02/28/2021,Active,12/03/2002,Home Improvement Contractor,"H.L. GENERAL CONTRACTORS, INC",,197,COLUMBIA ST,,BROOKLYN,NY,11231,7188348675,Brooklyn,3,306,39,3004077,3003300005,BK33,51,,-74.00252396240984,40.68536671865223,"(40.68536671865223, -74.00252396240984)"
2064541-DCA,Business,12/31/2019,Active,01/06/2018,Laundries,"CHAN, HOKHON S",SMART CLEANER,484,HENRY ST,,BROOKLYN,NY,11231,718-855-2017,Brooklyn,3,306,39,3003822,3003220062,BK33,49,Laundry Type: Retail Laundry,-73.99895436256183,40.685103243523585,"(40.685103243523585, -73.99895436256183)"
2015759-DCA,Business,02/28/2019,Inactive,11/21/2014,Home Improvement Contractor,TOWNHOUSE RENOVATIONS INC,,185,DEGRAW ST,,BROOKLYN,NY,11231,7186245200,Brooklyn,3,306,39,3338904,3003220062,BK33,49,,-73.99940146440773,40.68491385748328,"(40.68491385748328, -73.99940146440773)"
2088139-DCA,Business,02/28/2021,Active,07/11/2019,Home Improvement Contractor,C.S. SCOTT ENTERPRISES CORPORATION,,60,COFFEY ST,,BROOKLYN,NY,11231,718-797-9555,Brooklyn,3,306,38,3395669,3005880045,BK33,53,,-74.01220325072936,40.67492772686529,"(40.67492772686529, -74.01220325072936)"
1069417-DCA,Business,06/30/2011,Inactive,07/02/2007,Home Improvement Contractor,"ALEXANDRIA CONSTRUCTION, INC.",,458,COURT ST,,BROOKLYN,NY,11231,7186240363,Brooklyn,3,306,39,3005416,3003710038,BK33,65,,-73.99786567506602,40.67830168190041,"(40.67830168190041, -73.99786567506602)"
0858341-DCA,Business,06/30/2013,Inactive,10/17/2002,Home Improvement Contractor,"BUONOCORE, DANIEL",DAN THE MAN,33,2ND ST,,BROOKLYN,NY,11231,7189999999,Brooklyn,3,306,39,3007600,3004500054,BK33,77,,-73.99419544722336,40.67892461890544,"(40.67892461890544, -73.99419544722336)"
1370953-DCA,Business,02/28/2021,Active,09/18/2013,Home Improvement Contractor,BARI STEEL WORK INC.,,35,COFFEY ST,,BROOKLYN,NY,11231,7188585666,Brooklyn,3,306,38,3008823,3005990018,BK33,53,,-74.01162275801458,40.67451332594808,"(40.67451332594808, -74.01162275801458)"
1450917-DCA,Business,02/28/2017,Inactive,11/27/2012,Home Improvement Contractor,KEEN RENOVATIONS INC.,,228,SACKETT ST,,BROOKLYN,NY,11231,3478341707,Brooklyn,3,306,39,3004321,3003380014,BK33,67,,-73.99871641219974,40.683944947467026,"(40.683944947467026, -73.99871641219974)"
1339408-DCA,Business,12/31/2017,Inactive,11/20/2009,Laundry,DREAM CLEAN LAUNDROMAT 2 CORP,,551,HENRY ST,,BROOKLYN,NY,11231,3477394059,Brooklyn,3,306,39,3004503,3003440001,BK33,67,,-73.9999891834185,40.68289919647403,"(40.68289919647403, -73.9999891834185)"
1400021-DCA,Business,02/28/2021,Active,07/12/2011,Home Improvement Contractor,CCP CONSTRUCTION LLC,,237,UNION ST,,BROOKLYN,NY,11231,9178806464,Brooklyn,3,306,39,3004339,3003380040,BK33,67,,-73.99855778355375,40.68315719602182,"(40.68315719602182, -73.99855778355375)"
2017915-DCA,Business,02/28/2021,Active,02/03/2015,Home Improvement Contractor,"AZZURRO CONSTRUCTION SERVICES , INC",,371,COURT ST,,BROOKLYN,NY,11231,3476894851,Brooklyn,3,306,39,3339086,3004490008,BK33,77,,-73.99667220636218,40.680736267549115,"(40.680736267549115, -73.99667220636218)"
2020625-DCA,Business,02/28/2017,Inactive,04/07/2015,Home Improvement Contractor,"Isabela Contracting, LLC",,61,3RD PL,,BROOKLYN,NY,11231,7188580818,Brooklyn,3,306,39,3005312,3003660049,BK33,65,,-73.99893282567388,40.679042785632305,"(40.679042785632305, -73.99893282567388)"
2000228-DCA,Business,03/15/2021,Active,10/26/2013,Dealer In Products,"Cybercare Enterprises, Inc.",,100,4TH PL,,BROOKLYN,NY,11231,,Brooklyn,3,306,39,3341730,3003740130,BK33,65,,-73.99842089615998,40.677955849357296,"(40.677955849357296, -73.99842089615998)"
1375981-DCA,Business,02/28/2021,Active,11/01/2010,Home Improvement Contractor,NEW ERA DEVELOPMENT GROUP LLC,,96,PRESIDENT ST,,BROOKLYN,NY,11231,9176823533,Brooklyn,3,306,39,3399052,3003587501,BK33,51,,-74.00411746049973,40.68206471200583,"(40.68206471200583, -74.00411746049973)"
1146401-DCA,Business,04/30/2014,Inactive,05/18/2010,Tow Truck Company,ANTON TOWING INC.,,35,SEABRING ST,,BROOKLYN,NY,11231,3475386503,Brooklyn,3,306,38,3336449,3005110019,BK33,59,,-74.00666640185035,40.68071965391912,"(40.68071965391912, -74.00666640185035)"
1158599-DCA,Business,07/31/2011,Inactive,01/12/2004,Secondhand Dealer - General,HAMILTON AUTOBODY AND REPAIR CORP. I,,191,CENTRE ST,,BROOKLYN,NY,11231,7188586157,Brooklyn,3,306,39,3008188,3004790037,BK33,77,,-73.99912037302272,40.67367675322941,"(40.67367675322941, -73.99912037302272)"
1380884-DCA,Business,02/28/2021,Active,01/18/2011,Home Improvement Contractor,ALADDIN PLUMBING CORP.,,55,GARNET ST,,BROOKLYN,NY,11231,7187834621,Brooklyn,3,306,39,3395612,3004780032,BK33,77,,-73.99834888392478,40.6742009968119,"(40.6742009968119, -73.99834888392478)"
1268574-DCA,Business,02/28/2017,Inactive,09/24/2007,Home Improvement Contractor,"BSD, INC. NY",,479,VAN BRUNT ST,,BROOKLYN,NY,11231,7186258613,Brooklyn,3,306,38,3336699,3006120001,BK33,53,,-74.01672022564037,40.674087257925706,"(40.674087257925706, -74.01672022564037)"
1241299-DCA,Business,12/31/2015,Inactive,10/11/2006,Tobacco Retail Dealer,"CVS ALBANY, L.L.C",CVS PHARMACY #845,395,COURT ST,,BROOKLYN,NY,11231,7189999999,Brooklyn,3,306,39,3336311,3004590002,BK33,77,,-73.9970724432864,40.67990735695284,"(40.67990735695284, -73.9970724432864)"
1041367-DCA,Business,12/31/2015,Inactive,12/05/2000,Tobacco Retail Dealer,JABBAR MEAT CORP,,368,VAN BRUNT ST,,BROOKLYN,NY,11231,7188758848,Brooklyn,3,306,38,3008584,3005650025,BK33,53,,-74.01284183158299,40.67741442306953,"(40.67741442306953, -74.01284183158299)"
1270492-DCA,Business,12/31/2014,Inactive,10/15/2007,Tobacco Retail Dealer,RED HOOK DELI FOODS CORP.,,58,LORRAINE ST,,BROOKLYN,NY,11231,7186257934,Brooklyn,3,306,38,3008668,3005800005,BK33,53,,-74.00739040288961,40.67452739953375,"(40.67452739953375, -74.00739040288961)"
1283679-DCA,Business,12/31/2017,Inactive,04/30/2008,Laundry Jobber,"ELEGANT DRY CLEANING, CORP.",,314,SACKETT ST,,BROOKLYN,NY,11231,718-222-0707,Brooklyn,3,306,39,3007010,3004280009,BK33,75,,-73.99514335471265,40.68290183875479,"(40.68290183875479, -73.99514335471265)"
1394777-DCA,Business,03/31/2012,Inactive,06/01/2011,Stoop Line Stand,"BROOKLYN FARMACY & SODA FOUNTAIN, INC.",,513,HENRY ST,,BROOKLYN,NY,11231,7186225250,Brooklyn,3,306,39,3004318,3003380010,BK33,67,"Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 2, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.99944113372003,40.68404102028408,"(40.68404102028408, -73.99944113372003)"
2084668-DCA,Business,03/31/2020,Active,04/16/2019,Stoop Line Stand,PIPA ESTATE LIMITED LIABILITY COMPANY,NERD BE COOL,518,COURT ST,,BROOKLYN,NY,11231,646-873-0266,Brooklyn,3,306,39,3005640,3003790034,BK33,65,"Product Category: Ice Cream, 4 foot stands: 0, 5 foot stands: 1, 5.01 to 10 foot stands: 0",-73.99891845194043,40.67611136685043,"(40.67611136685043, -73.99891845194043)"
2009034-1911-DCA,Business,12/31/2019,Inactive,06/03/2014,Tobacco Retail Dealer,129 DWIGHT ST FOOD CORP,,129,DWIGHT ST,,BROOKLYN,NY,11231,7188527568,Brooklyn,3,306,38,3008666,3005780007,BK33,53,,-74.01018441698096,40.67505967247704,"(40.67505967247704, -74.01018441698096)"
1431166-DCA,Business,04/30/2020,Active,05/23/2012,Tow Truck Company,TRI STATE AUTO TOWING INC.,,60,BEARD ST,,BROOKLYN,NY,11231,9176429372,Brooklyn,3,306,38,3000000,3006050001,BK33,53,"Active Plate Numbers:  6704, 7832",-74.01299249890165,40.67355250809445,"(40.67355250809445, -74.01299249890165)"
0888127-DCA,Business,02/28/2021,Active,12/03/2002,Home Improvement Contractor,G.V.S. CONTRACTING INC.,,505,HENRY ST,,BROOKLYN,NY,11231,7182609044,Brooklyn,3,306,39,3004136,3003320005,BK33,67,,-73.99926806153613,40.68439783964496,"(40.68439783964496, -73.99926806153613)"
1219064-DCA,Business,12/31/2010,Inactive,02/10/2006,Tobacco Retail Dealer,51 DELI EXPRESS INC.,,51,WOLCOTT ST,,BROOKLYN,NY,11231,7182549390,Brooklyn,3,306,38,3336637,3005770007,BK33,53,,-74.01121205830884,40.67617121067159,"(40.67617121067159, -74.01121205830884)"
1246953-DCA,Business,12/31/2011,Inactive,01/22/2007,Tobacco Retail Dealer,289 MANAGEMENT INC.,,289,HAMILTON AVE,,BROOKLYN,NY,11231,7182460247,Brooklyn,3,306,39,3005659,3003810009,BK33,65,,-74.00096258030848,40.67628703347355,"(40.67628703347355, -74.00096258030848)"
1474193-DCA,Business,02/28/2021,Active,09/23/2013,Home Improvement Contractor,360 INTERIOR CONCEPT HOLDINGS CORP.,,360,HAMILTON AVE,,BROOKLYN,NY,11231,7188520343,Brooklyn,3,306,38,3008565,3005620026,BK33,53,,-73.9999639495731,40.67393751023663,"(40.67393751023663, -73.9999639495731)"
1464662-DCA,Business,12/31/2014,Inactive,05/10/2013,Tobacco Retail Dealer,MI VIEJO MARIO DELI GROCERY CORP.,,440,UNION ST,,BROOKLYN,NY,11231,6463480802,Brooklyn,3,306,39,3007329,3004370033,BK33,75,,-73.99016091895527,40.68017047174991,"(40.68017047174991, -73.99016091895527)"
2023526-DCA,Business,02/28/2019,Inactive,05/29/2015,Home Improvement Contractor,TWELVE GARDENS LTD.,,492,HENRY ST,,BROOKLYN,NY,11231,,Brooklyn,3,306,39,3341583,3003317501,BK33,63,,-73.99923560970943,40.68451586461712,"(40.68451586461712, -73.99923560970943)"
2057913-DCA,Business,02/28/2019,Inactive,09/07/2017,Home Improvement Contractor,BREUCKELEN BUILD INC,,98,4TH ST,,BROOKLYN,NY,11231,3472554501,Brooklyn,3,306,39,3008082,3004710125,BK33,77,,-73.99296627833439,40.67662442975467,"(40.67662442975467, -73.99296627833439)"
1450643-DCA,Business,12/31/2013,Inactive,11/21/2012,Tobacco Retail Dealer,RED HOOK DELI & GROCERY INC,,603,CLINTON ST,,BROOKLYN,NY,11231,7185222163,Brooklyn,3,306,38,3008516,3005520003,BK33,53,,-74.00177731076894,40.674865230488074,"(40.674865230488074, -74.00177731076894)"
1269886-DCA,Business,02/28/2021,Active,10/05/2007,Home Improvement Contractor,A.T.C. CONSTRUCTION GROUP CORP.,,18,HUNTINGTON ST,,BROOKLYN,NY,11231,7185229838,Brooklyn,3,306,38,3008436,3005340016,BK33,59,,-74.00547636319857,40.67763184654058,"(40.67763184654058, -74.00547636319857)"
2016038-DCA,Business,02/28/2021,Active,12/01/2014,Home Improvement Contractor,M.I. RENOVATIONS LLC,,82,2ND PL,,BROOKLYN,NY,11231,3478850890,Brooklyn,3,306,39,3005279,3003660016,BK33,65,,-73.9982514015897,40.679761907926576,"(40.679761907926576, -73.9982514015897)"
2021388-DCA,Business,02/28/2019,Inactive,04/21/2015,Home Improvement Contractor,"J THOMAS CONSTRUCTION AND FABRICATION, INC.",,249,SMITH ST,,BROOKLYN,NY,11231,9176993810,Brooklyn,3,306,33,3006697,3004150008,BK33,75,,-73.99276726786653,40.68331068498801,"(40.68331068498801, -73.99276726786653)"
1401876-DCA,Business,06/30/2013,Inactive,07/28/2011,Home Improvement Contractor,"FORDHAM, CLIFTON",,44,TOMPKINS PL,,BROOKLYN,NY,11231,7188584515,Brooklyn,3,306,39,3003987,3003250063,BK33,67,,-73.99592203967583,40.684683225967845,"(40.684683225967845, -73.99592203967583)"
1051326-DCA,Business,12/31/2012,Inactive,11/15/2000,Tobacco Retail Dealer,"KIM, KYONG IL",KI GROCERY,353,SMITH ST,,BROOKLYN,NY,11231,7188526137,Brooklyn,3,306,39,3007556,3004500006,BK33,77,,-73.99509309969876,40.679879841834826,"(40.679879841834826, -73.99509309969876)"
1201246-DCA,Business,09/15/2011,Inactive,06/20/2005,Sidewalk Cafe,SAVOIA PIZZERIA & RESTAURANT INC.,,277,SMITH ST,,BROOKLYN,NY,11231,7187972727,Brooklyn,3,306,33,3006870,3004220004,BK33,75,"Sidewalk Cafe Type: Unenclosed, Square Feet: 160, Tables: 8, Chairs: 16",-73.99330818015439,40.68251473376902,"(40.68251473376902, -73.99330818015439)"
1149799-DCA,Business,03/31/2012,Inactive,08/27/2003,Stoop Line Stand,SANTO'S FARM INC.,,429,COURT ST,,BROOKLYN,NY,11231,7188550659,Brooklyn,3,306,39,3008018,3004670009,BK33,77,"Product Category: Fruits, Vegetables, Soft Drinks, or Flowers, 4 foot stands: 2, 5 foot stands: 0, 5.01 to 10 foot stands: 0",-73.99774669419483,40.678499303341155,"(40.678499303341155, -73.99774669419483)"
1306614-DCA,Business,12/31/2012,Inactive,12/23/2008,Tobacco Retail Dealer,WOLCOTT DELI GROCERY INC.,,51,WOLCOTT ST,,BROOKLYN,NY,11231,7182549390,Brooklyn,3,306,38,3336637,3005770007,BK33,53,,-74.01121205830884,40.67617121067159,"(40.67617121067159, -74.01121205830884)"
1077758-DCA,Business,07/31/2021,Active,04/13/2001,Secondhand Dealer - General,YESTERDAY'S NEWS INC.,,428,COURT ST,,BROOKLYN,NY,11231,7182371838,Brooklyn,3,306,39,3336033,3003660028,BK33,65,,-73.99735007736366,40.67938036720337,"(40.67938036720337, -73.99735007736366)"
2088179-DCA,Business,12/31/2021,Active,07/12/2019,Laundries,13 AVE HAPPY CLEANERS INC.,HAPPY CLEANERS,55,4TH ST,,BROOKLYN,NY,11231,9178380111,Brooklyn,3,306,39,3007990,3004640041,BK33,77,Laundry Type: Retail Laundry,-73.99454168188383,40.67740128637866,"(40.67740128637866, -73.99454168188383)"
2006398-DCA,Business,02/28/2015,Inactive,04/17/2014,Home Improvement Contractor,RAMA WOOD SHOP LLC,,6,BAY ST,,BROOKLYN,NY,11231,6462959543,Brooklyn,3,306,38,3008840,3006010001,BK33,53,,-74.00984534034635,40.67372574129845,"(40.67372574129845, -74.00984534034635)"
2064886-DCA,Business,12/31/2019,Active,01/12/2018,Laundries,DREAM CLEAN LAUNDROMAT 2 CORP,,551,HENRY ST,,BROOKLYN,NY,11231,3477394059,Brooklyn,3,306,39,3004503,3003440001,BK33,67,Laundry Type: Retail Laundry,-73.9999891834185,40.68289919647403,"(40.68289919647403, -73.9999891834185)"
1047118-DCA,Business,12/31/2012,Inactive,10/07/2000,Tobacco Retail Dealer,"DECICCO, FRANCES",JOHNNY'S GROCERY STORE,2,4TH PL,,BROOKLYN,NY,11231,7188585337,Brooklyn,3,306,39,3005452,3003730009,BK33,65,,-74.00163320465177,40.67885064484115,"(40.67885064484115, -74.00163320465177)"
1239666-DCA,Business,07/31/2021,Active,09/21/2006,Secondhand Dealer - General,Russell Whitmore,,388,VAN BRUNT ST,,BROOKLYN,NY,11231,7184501127,Brooklyn,3,306,38,3008704,3005860021,BK33,53,,-74.01365286686574,40.67672264658713,"(40.67672264658713, -74.01365286686574)"
2050784-DCA,Individual,03/31/2018,Inactive,04/06/2017,Sightseeing Guide,"WARNER, LACY",,,,,BROOKLYN,NY,11231,7188096823,,,,,,,,,,,,
1109043-DCA,Business,02/28/2015,Inactive,09/23/2013,Home Improvement Contractor,"BAY CONSTRUCTION, LLC",,78,Delavan St,,Brooklyn,NY,11231,7185969988,Brooklyn,3,,,,,BK33,59,,,,
2040710-DCA,Individual,06/15/2018,Inactive,07/19/2016,Auctioneer,"Nicholson, Nicholas",,,,,BROOKLYN,NY,11231,6465122995,,,,,,,,,,,,
2048514-DCA,Individual,03/31/2020,Active,02/17/2017,Sightseeing Guide,"CRADEN, LAURIE",,,,,BROOKLYN,NY,11231,3476781861,,,,,,,,,,,,
2011323-DCA,Individual,02/28/2015,Inactive,07/29/2014,Home Improvement Salesperson,"MILLER, MARK",,,,,BROOKLYN,NY,11231,7185412889,,,,,,,,,,,,
2037362-DCA,Individual,03/31/2018,Inactive,05/10/2016,Sightseeing Guide,"Chang, Annie",,,,,BROOKLYN,NY,11231,,,,,,,,,,,,,
1382918-DCA,Individual,02/28/2017,Inactive,02/17/2011,Home Improvement Salesperson,"COPE, NICHOLAS A",,,,,BROOKLYN,NY,11231,6466917857,,,,,,,,,,,,
1314369-DCA,Individual,03/31/2018,Inactive,04/15/2009,Sightseeing Guide,"MATHIEU, MARIANNE",,,,,BROOKLYN,NY,11231,9174065078,,,,,,,,,,,,
0846879-DCA,Individual,03/31/2020,Active,03/29/1996,Sightseeing Guide,"DINAPOLI, MARYANN",,,,,BROOKLYN,NY,11231,7185221916,,,,,,,,,,,,
0795388-DCA,Individual,03/31/2020,Active,04/01/1996,Sightseeing Guide,"MELVILLE, DAVID W",,,,,BROOKLYN,NY,11231,7188348655,,,,,,,,,,,,
2001384-DCA,Individual,02/28/2015,Inactive,12/09/2013,Home Improvement Salesperson,"CHAPMAN, SHAUN",,,,,BROOKLYN,NY,11231,7185419322,,,,,,,,,,,,
1435390-DCA,Individual,02/28/2015,Inactive,06/25/2012,Home Improvement Salesperson,"STEPHENSON, JAMES A",,,,,BROOKLYN,NY,11231,6466447156,,,,,,,,,,,,
1303961-DCA,Individual,02/28/2015,Inactive,11/07/2008,Home Improvement Salesperson,"BAUM, GARY M",,,,,BROOKLYN,NY,11231,9176793572,,,,,,,,,,,,
2047004-DCA,Individual,03/31/2020,Active,01/04/2017,Sightseeing Guide,"Strauss, Eric",,,,,BROOKLYN,NY,11231,9176182808,,,,,,,,,,,,
1442841-DCA,Individual,10/31/2016,Inactive,08/28/2012,Tow Truck Driver,"CINTRON, MANUEL",,,,,BROOKLYN,NY,11231,3475693442,,,,,,,,,,,,
1472587-DCA,Individual,10/31/2016,Inactive,08/29/2013,Tow Truck Driver,"BOYGELMAN, GRIGORY",,,,,BROOKLYN,NY,11231,3476918553,,,,,,,,,,,,
2054580-DCA,Business,06/25/2017,Inactive,06/16/2017,Amusement Device Temporary,"DARREN, JANESKY",,,GOVERNOR'S ISLAND,,NEW YORK,NY,11231,8648399132,Outside NYC,,,,,,,,Device Name(s):  FERRIS WHEEL,,,
0864560-DCA,Individual,03/31/2020,Active,04/22/1996,Sightseeing Guide,"NILES, ELIOT",,,,,BROOKLYN,NY,11231,7183980939,,,,,,,,,,,,
1354537-DCA,Individual,02/28/2021,Active,05/17/2010,Home Improvement Salesperson,"ROZINSKI, MICHAEL",,,,,BROOKLYN,NY,11231,3475991280,,,,,,,,,,,,
1252335-DCA,Individual,02/28/2017,Inactive,04/17/2007,Home Improvement Salesperson,"SHELL, KENT",,,,,BROOKLYN,NY,11231,2122439599,,,,,,,,,,,,
2074673-DCA,Individual,10/31/2020,Active,06/28/2018,Tow Truck Driver,"PASTORIZA, JUSTIN",,,,,BROOKLYN,NY,11231,9175542240,,,,,,,,,,,,
